index,t,x_real,y_real,yaw,v_cmd,steer_deg,steer_can,x_ref,y_ref,error
0,0.108320198,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
1,0.128360647,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
2,0.148366791,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
3,0.168312454,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
4,0.18835347900000002,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
5,0.208363656,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
6,0.22835255200000001,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
7,0.2483314,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
8,0.26837520800000003,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
9,0.288681678,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
10,0.30836656900000003,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
11,0.32843405800000003,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
12,0.348307048,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
13,0.36831223300000004,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
14,0.38828660000000004,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
15,0.408302441,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
16,0.428332906,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
17,0.44831789800000005,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
18,0.46828317700000005,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
19,0.48835588300000005,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
20,0.508405452,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
21,0.528294314,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
22,0.548298186,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
23,0.5683859,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
24,0.588328171,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
25,0.6082968750000001,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
26,0.628287147,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
27,0.648317388,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
28,0.668288043,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
29,0.6884033420000001,0.007898012774699968,0.0,0.0,70.0,4.744734173207876,65,0.008437835408599999,0.0,0.0005398226339000303
30,0.7083123640000001,0.017652507270599967,0.0,0.0,70.0,4.798272688143952,65,0.0190698119934,0.0,0.0014173047228000328
31,0.728381358,0.017652507270599967,0.0,0.0,70.0,4.798272688143952,65,0.0190698119934,0.0,0.0014173047228000328
