index,t,x_real,y_real,yaw,v_cmd,steer_deg,steer_can,x_ref,y_ref,error
0,0.13139777700000002,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
1,0.151408485,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
2,0.171358072,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
3,0.19140820500000003,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
4,0.21139913700000001,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
5,0.231473591,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
6,0.251420234,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
7,0.271381405,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
8,0.291378705,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
9,0.31138771800000004,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
10,0.331433627,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
11,0.351413743,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
12,0.371413987,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
13,0.39139295,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
14,0.411401259,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
15,0.43143043200000003,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
16,0.45140267500000003,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
17,0.47137885500000004,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
18,0.491404891,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
19,0.511395567,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
20,0.5313893150000001,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
21,0.5513847270000001,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
22,0.571374987,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
23,0.59139264,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
24,0.611441525,0.0005847214143000002,0.0,0.0,70.0,4.3846587476123995,64,0.0010466082968,0.0,0.00046188688249999984
25,0.6314126160000001,0.0025533537387,0.0,0.0,70.0,4.386464153601563,64,0.0010466082968,0.0,0.0015067454419
26,0.6514011160000001,0.0025533537387,0.0,0.0,70.0,4.386464153601563,64,0.0010466082968,0.0,0.0015067454419
27,0.6713815200000001,0.0045564119027999995,0.0,0.0,70.0,4.388302644851162,64,0.0010466082968,0.0,0.0035098036059999995
28,0.6913922600000001,0.0045564119027999995,0.0,0.0,70.0,4.388302644851162,64,0.0010466082968,0.0,0.0035098036059999995
29,0.711390297,0.0045564119027999995,0.0,0.0,70.0,4.388302644851162,64,0.0010466082968,0.0,0.0035098036059999995
30,0.731410925,0.006543463742999999,0.0,0.0,70.0,4.390127955329431,64,0.008437835408599999,0.0,0.0018943716655999993
31,0.751391329,0.006543463742999999,0.0,0.0,70.0,4.390127955329431,64,0.008437835408599999,0.0,0.0018943716655999993
32,0.7713729170000001,0.0085567773642,0.0,0.0,70.0,4.391978926242527,64,0.008437835408599999,0.0,0.00011894195560000105
33,0.7913894490000001,0.0085567773642,0.0,0.0,70.0,4.391978926242527,64,0.008437835408599999,0.0,0.00011894195560000105
34,0.8113871970000001,0.0085567773642,0.0,0.0,70.0,4.391978926242527,64,0.008437835408599999,0.0,0.00011894195560000105
35,0.831403858,0.0105344943201,0.0,0.0,70.0,4.393798678283143,64,0.011407689781399999,0.0,0.0008731954612999984
36,0.8513887410000001,0.0105344943201,0.0,0.0,70.0,4.393798678283143,64,0.011407689781399999,0.0,0.0008731954612999984
37,0.8714367630000001,0.012527208888000001,0.0,0.0,70.0,4.395633742966475,64,0.011407689781399999,0.0,0.0011195191066000025
38,0.891406158,0.012527208888000001,0.0,0.0,70.0,4.395633742966475,64,0.011407689781399999,0.0,0.0011195191066000025
39,0.9113781780000001,0.012527208888000001,0.0,0.0,70.0,4.395633742966475,64,0.011407689781399999,0.0,0.0011195191066000025
40,0.931395382,0.0145235700765,0.0,0.0,70.0,4.397473690458879,64,0.011407689781399999,0.0,0.0031158802951000014
41,0.951392874,0.0145235700765,0.0,0.0,70.0,4.397473690458879,64,0.011407689781399999,0.0,0.0031158802951000014
42,0.9714023350000001,0.0165152759724,0.0,0.0,70.0,4.3993108700173815,64,0.0190698119934,0.0,0.002554536021
43,0.9945692720000001,0.0165152759724,0.0,0.0,70.0,4.3993108700173815,64,0.0190698119934,0.0,0.002554536021
44,1.011809392,0.0165152759724,0.0,0.0,70.0,4.3993108700173815,64,0.0190698119934,0.0,0.002554536021
